,Unnamed: 0,user,date,content,user_location,tweets,tweet_status
2546,2546,"{'username': 'KevinWayneW', 'id': 1849660280, 'displayname': 'Kevin Wayne Williams', 'description': ""Only one zombie novel has ever won an IndieFab Award for Multicultural Adult Fiction: 'Everything I Know About Zombies, I Learned in Kindergarten'."", 'rawDescription': ""Only one zombie novel has ever won an IndieFab Award for Multicultural Adult Fiction: 'Everything I Know About Zombies, I Learned in Kindergarten'."", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 9, 9, 22, 49, 49, tzinfo=datetime.timezone.utc), 'followersCount': 400, 'friendsCount': 381, 'statusesCount': 19847, 'favouritesCount': 164, 'listedCount': 26, 'mediaCount': 4373, 'location': 'New River, AZ', 'protected': False, 'linkUrl': 'http://www.motthavenbooks.com', 'linkTcourl': 'https://t.co/wp4hXjRuGd', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1257417974845075456/pJAGxY2D_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1849660280/1452383901', 'label': None}",2019-01-01 05:48:07+00:00,"@somesillywowzer Yeah, $2.50 a month if it's your only GoDaddy service. It gets thrown in for free with my hosting plan.","New River, AZ","@user Yeah, $2.50 a month if it's your only GoDaddy service. It gets thrown in for free with my hosting plan.","[('Negative', 0.023669833), ('Neutral', 0.4930357), ('Positive', 0.48329443)]"
2547,2547,"{'username': 'ANeilan', 'id': 32698639, 'displayname': 'Alan Neilan', 'description': ""31. autistic. | 'thweat anawyst' - homiebot | security researcher. | keybase: w00dsman | ko-fi.com/alanneilan | CashApp; $ANeilan"", 'rawDescription': ""31. autistic. | 'thweat anawyst' - homiebot | security researcher. | keybase: w00dsman | https://t.co/l0sXOIl50K | CashApp; $ANeilan"", 'descriptionUrls': [{'text': 'ko-fi.com/alanneilan', 'url': 'http://ko-fi.com/alanneilan', 'tcourl': 'https://t.co/l0sXOIl50K', 'indices': (89, 112)}], 'verified': False, 'created': datetime.datetime(2009, 4, 18, 1, 7, 13, tzinfo=datetime.timezone.utc), 'followersCount': 2858, 'friendsCount': 4868, 'statusesCount': 29249, 'favouritesCount': 81723, 'listedCount': 51, 'mediaCount': 5782, 'location': 'Massachusetts, USA', 'protected': False, 'linkUrl': 'http://aneilan.github.io', 'linkTcourl': 'https://t.co/cPYgL4tjiM', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1555380041181175810/u6GSoPlB_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/32698639/1654405099', 'label': None}",2019-01-01 05:37:36+00:00,"hxxp://appleid-verifaccoun.serveirc.com/PanelKH.php
panel login (with firebase creds in the page source)
IP: 148.72.23.195
ASN: 26496 GoDaddy

CC: @nullcookies @PhishingAi @olihough86 @dave_daves @GoDaddy https://t.co/aWBtH9h4UT","Massachusetts, USA","hxxp://appleid-verifaccoun.serveirc.com/PanelKH.php
panel login (with firebase creds in the page source)
IP: 148.72.23.195
ASN: 26496 GoDaddy

CC: @user @user @user @user @user http","[('Negative', 0.08615866), ('Neutral', 0.8615701), ('Positive', 0.052271128)]"
2548,2548,"{'username': 'DarnGoodDomains', 'id': 88568945, 'displayname': 'DarnGoodDomains', 'description': 'Darn Good Domains For Sale . . . DarnGoodDomains.com\n#DomainNameForSale', 'rawDescription': 'Darn Good Domains For Sale . . . https://t.co/88jdSlbQYK\n#DomainNameForSale', 'descriptionUrls': [{'text': 'DarnGoodDomains.com', 'url': 'http://DarnGoodDomains.com', 'tcourl': 'https://t.co/88jdSlbQYK', 'indices': (33, 56)}], 'verified': False, 'created': datetime.datetime(2009, 11, 9, 2, 16, 26, tzinfo=datetime.timezone.utc), 'followersCount': 6931, 'friendsCount': 7329, 'statusesCount': 67470, 'favouritesCount': 3, 'listedCount': 43, 'mediaCount': 61786, 'location': 'San Diego, CA', 'protected': False, 'linkUrl': 'http://DarnGoodDomains.com', 'linkTcourl': 'https://t.co/88jdSlbQYK', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/751142228773310464/f345di6t_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/88568945/1617809073', 'label': None}",2019-01-01 05:34:14+00:00,https://t.co/eOthQqjcJy . . . #DomainNameForSale . . . https://t.co/Y1OznNVbj3 . . . Listed on GoDaddy . . . #TweeterGold https://t.co/TCqYLlJWCj,"San Diego, CA",http . . . #DomainNameForSale . . . http . . . Listed on GoDaddy . . . #TweeterGold http,"[('Negative', 0.04110578), ('Neutral', 0.8446713), ('Positive', 0.114222914)]"
2549,2549,"{'username': 'rebekahgolden', 'id': 8528282, 'displayname': 'Rebekah', 'description': 'Dog, cats, spouse, feminism, cursing, art, nature, dork, programmer, she/her, Bachelor of Science, views are mine & only mine.', 'rawDescription': 'Dog, cats, spouse, feminism, cursing, art, nature, dork, programmer, she/her, Bachelor of Science, views are mine & only mine.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2007, 8, 30, 6, 22, 40, tzinfo=datetime.timezone.utc), 'followersCount': 422, 'friendsCount': 1352, 'statusesCount': 28097, 'favouritesCount': 63791, 'listedCount': 23, 'mediaCount': 3180, 'location': 'Portland, OR', 'protected': False, 'linkUrl': 'http://rebekahgolden.com', 'linkTcourl': 'https://t.co/mX9W8vdQNb', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1376258242448257024/p8zYgdtG_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/8528282/1533195489', 'label': None}",2019-01-01 05:18:10+00:00,@jaydumars The url goes to godaddy ????,"Portland, OR",@user The url goes to godaddy ????,"[('Negative', 0.13876282), ('Neutral', 0.8228813), ('Positive', 0.03835582)]"
2550,2550,"{'username': 'azMarketingNews', 'id': 156233966, 'displayname': 'Internet Marketing', 'description': 'Sharing free Domain promo codes and Hosting promo codes at NameCab.com. Welcome you guys!', 'rawDescription': 'Sharing free Domain promo codes and Hosting promo codes at https://t.co/97zmILDq4g. Welcome you guys!', 'descriptionUrls': [{'text': 'NameCab.com', 'url': 'http://NameCab.com', 'tcourl': 'https://t.co/97zmILDq4g', 'indices': (59, 82)}], 'verified': False, 'created': datetime.datetime(2010, 6, 16, 11, 1, 50, tzinfo=datetime.timezone.utc), 'followersCount': 3933, 'friendsCount': 4868, 'statusesCount': 9861, 'favouritesCount': 165, 'listedCount': 28, 'mediaCount': 1, 'location': 'United States', 'protected': False, 'linkUrl': 'https://NameCab.com/', 'linkTcourl': 'https://t.co/L1xq4qhKLY', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1619070236/00165_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/156233966/1359647563', 'label': None}",2019-01-01 05:16:01+00:00,Godaddy hosting coupon - Get Hosting for $1.00/mo + Free 01 Domain https://t.co/3wXK5bylr1 via @ecouponofficial,United States,Godaddy hosting coupon - Get Hosting for $1.00/mo + Free 01 Domain http via @user,"[('Negative', 0.0054179896), ('Neutral', 0.6215849), ('Positive', 0.3729971)]"
2551,2551,"{'username': 'azmarketingblog', 'id': 401953752, 'displayname': 'Online Marketing', 'description': 'Sharing free Domain coupon codes and Hosting coupon codes at NameCab.com. Welcome you guys!', 'rawDescription': 'Sharing free Domain coupon codes and Hosting coupon codes at https://t.co/97zmILDq4g. Welcome you guys!', 'descriptionUrls': [{'text': 'NameCab.com', 'url': 'http://NameCab.com', 'tcourl': 'https://t.co/97zmILDq4g', 'indices': (61, 84)}], 'verified': False, 'created': datetime.datetime(2011, 10, 31, 10, 20, 16, tzinfo=datetime.timezone.utc), 'followersCount': 1857, 'friendsCount': 1868, 'statusesCount': 1553, 'favouritesCount': 122, 'listedCount': 25, 'mediaCount': 3, 'location': 'United States', 'protected': False, 'linkUrl': 'https://NameCab.com/', 'linkTcourl': 'https://t.co/L1xq4qhKLY', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1673005543/2467390994_b940994c0c_m_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/401953752/1554453399', 'label': None}",2019-01-01 05:15:49+00:00,Godaddy hosting coupon - Get Hosting for $1.00/mo + Free 01 Domain https://t.co/HLhhXmkTxw via @ecouponofficial,United States,Godaddy hosting coupon - Get Hosting for $1.00/mo + Free 01 Domain http via @user,"[('Negative', 0.0054179896), ('Neutral', 0.6215849), ('Positive', 0.3729971)]"
2552,2552,"{'username': 'FollowBackClerk', 'id': 399833932, 'displayname': 'Cute Baby', 'description': ""I'm sharing free Domain and Hosting discount codes on NameCab.com. Welcome you guys!"", 'rawDescription': ""I'm sharing free Domain and Hosting discount codes on https://t.co/97zmILDq4g. Welcome you guys!"", 'descriptionUrls': [{'text': 'NameCab.com', 'url': 'http://NameCab.com', 'tcourl': 'https://t.co/97zmILDq4g', 'indices': (54, 77)}], 'verified': False, 'created': datetime.datetime(2011, 10, 28, 3, 21, 38, tzinfo=datetime.timezone.utc), 'followersCount': 59, 'friendsCount': 235, 'statusesCount': 887, 'favouritesCount': 81, 'listedCount': 3, 'mediaCount': 0, 'location': 'United States', 'protected': False, 'linkUrl': 'https://NameCab.com/', 'linkTcourl': 'https://t.co/L1xq4qhKLY', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/3173189504/cf9f829b5221c659acf9679f66ba2d83_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/399833932/1554457020', 'label': None}",2019-01-01 05:15:39+00:00,Godaddy hosting coupon - Get Hosting for $1.00/mo + Free 01 Domain https://t.co/AmIDoGJlvo via @ecouponofficial,United States,Godaddy hosting coupon - Get Hosting for $1.00/mo + Free 01 Domain http via @user,"[('Negative', 0.0054179896), ('Neutral', 0.6215849), ('Positive', 0.3729971)]"
2553,2553,"{'username': 'domaincodedeals', 'id': 3623739620, 'displayname': 'Cheap Domain Coupons', 'description': 'Sharing free cheap Domain and Hosting coupon codes at NameCab.com', 'rawDescription': 'Sharing free cheap Domain and Hosting coupon codes at https://t.co/97zmILDq4g', 'descriptionUrls': [{'text': 'NameCab.com', 'url': 'http://NameCab.com', 'tcourl': 'https://t.co/97zmILDq4g', 'indices': (54, 77)}], 'verified': False, 'created': datetime.datetime(2015, 9, 20, 5, 46, 4, tzinfo=datetime.timezone.utc), 'followersCount': 811, 'friendsCount': 124, 'statusesCount': 289, 'favouritesCount': 19, 'listedCount': 0, 'mediaCount': 0, 'location': 'United States', 'protected': False, 'linkUrl': 'https://namecab.com/', 'linkTcourl': 'https://t.co/kOv75YPjex', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1246710159599996930/0M1ropp8_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3623739620/1442729038', 'label': None}",2019-01-01 05:15:20+00:00,Godaddy hosting coupon - Get Hosting for $1.00/mo + Free 01 Domain https://t.co/4BlDi56GWS via @ecouponofficial,United States,Godaddy hosting coupon - Get Hosting for $1.00/mo + Free 01 Domain http via @user,"[('Negative', 0.0054179896), ('Neutral', 0.6215849), ('Positive', 0.3729971)]"
2554,2554,"{'username': 'Dr_Yield_Curve', 'id': 982781909909426176, 'displayname': 'Doctor Yield Curve', 'description': 'Pelican.', 'rawDescription': 'Pelican.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 4, 8, 0, 47, 21, tzinfo=datetime.timezone.utc), 'followersCount': 4306, 'friendsCount': 485, 'statusesCount': 110530, 'favouritesCount': 164752, 'listedCount': 44, 'mediaCount': 21839, 'location': 'Killafornia ', 'protected': False, 'linkUrl': 'https://dryieldcurve.fish/', 'linkTcourl': 'https://t.co/ZvJ3xxHIl0', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1476117993293680641/B2psveo1_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/982781909909426176/1576342524', 'label': None}",2019-01-01 05:06:22+00:00,@GoDaddy @broadsoft does this.,Killafornia ,@user @user does this.,"[('Negative', 0.090160884), ('Neutral', 0.7889144), ('Positive', 0.12092479)]"
2555,2555,"{'username': 'ItsAscotia', 'id': 804119608412225541, 'displayname': 'Ascotia??', 'description': '18 | Epic Games IGN: Ascotia | 3DS Enthusiast | Content creator - retired alias follow @JasKnightWing', 'rawDescription': '18 | Epic Games IGN: Ascotia | 3DS Enthusiast | Content creator - retired alias follow @JasKnightWing', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 12, 1, 0, 27, 9, tzinfo=datetime.timezone.utc), 'followersCount': 22, 'friendsCount': 1, 'statusesCount': 264, 'favouritesCount': 1433, 'listedCount': 0, 'mediaCount': 71, 'location': 'Discord: Ascotia#0001', 'protected': False, 'linkUrl': 'https://www.youtube.com/channel/UC61o0HDuAi8QxDsrc0nQizw', 'linkTcourl': 'https://t.co/Rl2xOrGBAm', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1097833181494038530/zjPT-Uwq_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/804119608412225541/1546885880', 'label': None}",2019-01-01 04:52:58+00:00,"homosapiens that contributed to my 2018 in a positive manner:
@Dezoras 
@haIodrama 
@NetNobody 
@s8n 
@MarkZuckerman 
@MrBeastYT 
@GoDaddy 
@atlasobscura 
@Mojang 
@pewdiepie
@BarackObama",Discord: Ascotia#0001,"homosapiens that contributed to my 2018 in a positive manner:
@Dezoras 
@haIodrama 
@NetNobody 
@s8n 
@MarkZuckerman 
@MrBeastYT 
@GoDaddy 
@atlasobscura 
@Mojang 
@pewdiepie
@BarackObama","[('Negative', 0.0031158105), ('Neutral', 0.22404233), ('Positive', 0.7728418)]"
2556,2556,"{'username': 'KcbsIndia', 'id': 900418861215793152, 'displayname': 'KC Business Solutions India', 'description': 'We are providing smart strategic business solutions.', 'rawDescription': 'We are providing smart strategic business solutions.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 8, 23, 18, 6, tzinfo=datetime.timezone.utc), 'followersCount': 23, 'friendsCount': 142, 'statusesCount': 84, 'favouritesCount': 159, 'listedCount': 0, 'mediaCount': 43, 'location': 'Tamil Nadu, India', 'protected': False, 'linkUrl': 'http://www.kcbsindia.com', 'linkTcourl': 'https://t.co/SSuIOt8Kt3', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1273609760084914176/YyhIsAGD_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/900418861215793152/1590818855', 'label': None}",2019-01-01 04:43:43+00:00,Proudly presenting https://t.co/JQiaAED2n3. Check it out and let me know what you think! #GoDaddy via @GoDaddy,"Tamil Nadu, India",Proudly presenting http Check it out and let me know what you think! #GoDaddy via @user,"[('Negative', 0.0009277723), ('Neutral', 0.04104843), ('Positive', 0.9580238)]"
2557,2557,"{'username': 'Javi1342', 'id': 78808010, 'displayname': 'Javier Aranda', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 10, 1, 4, 45, 58, tzinfo=datetime.timezone.utc), 'followersCount': 18, 'friendsCount': 29, 'statusesCount': 70, 'favouritesCount': 51, 'listedCount': 0, 'mediaCount': 2, 'location': 'Denver', 'protected': False, 'linkUrl': 'http://www.ArandaEnterprises.com', 'linkTcourl': 'https://t.co/7wYxGrypN2', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1073687269293223936/wMP1viZB_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/78808010/1544819714', 'label': None}",2019-01-01 04:25:32+00:00,Proudly presenting https://t.co/7JiIUXGv8B. Check it out and let me know what you think! #GoDaddy #GoCentral via @GoDaddy,Denver,Proudly presenting http Check it out and let me know what you think! #GoDaddy #GoCentral via @user,"[('Negative', 0.0008577448), ('Neutral', 0.03791244), ('Positive', 0.96122986)]"
2558,2558,"{'username': 'investorpeterla', 'id': 1079954778690441216, 'displayname': 'frompeter', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 1, 1, 4, 17, 38, tzinfo=datetime.timezone.utc), 'followersCount': 6, 'friendsCount': 30, 'statusesCount': 103, 'favouritesCount': 76, 'listedCount': 0, 'mediaCount': 15, 'location': 'California, USA', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1079956081005088769/psePJOGy_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1079954778690441216/1546316603', 'label': None}",2019-01-01 04:21:08+00:00,"""When you're ready to quit, you're closer than you think."" https://t.co/IIA6WMdaXG via @drbobparsons #godaddy #bobparson #realestate #business","California, USA","""When you're ready to quit, you're closer than you think."" http via @user #godaddy #bobparson #realestate #business","[('Negative', 0.11508197), ('Neutral', 0.62852836), ('Positive', 0.2563897)]"
2559,2559,"{'username': 'topshelfkid', 'id': 625321798, 'displayname': 'isaak bra', 'description': '10pm-10am = not held liable for my actions. all other times, I pled the fifth.', 'rawDescription': '10pm-10am = not held liable for my actions. all other times, I pled the fifth.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 7, 3, 6, 31, 42, tzinfo=datetime.timezone.utc), 'followersCount': 137, 'friendsCount': 211, 'statusesCount': 3833, 'favouritesCount': 744, 'listedCount': 0, 'mediaCount': 81, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1301314993732743168/rUu2gQHO_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625321798/1352918989', 'label': None}",2019-01-01 04:17:38+00:00,Man GoDaddy be playing. Working till 11 in a holiday with 30+ min between calls. I'm trying to get lit damn it!,,Man GoDaddy be playing. Working till 11 in a holiday with 30+ min between calls. I'm trying to get lit damn it!,"[('Negative', 0.22192205), ('Neutral', 0.44905528), ('Positive', 0.32902268)]"
2560,2560,"{'username': 'iNterGine_', 'id': 4559902400, 'displayname': 'Professional Website Design. Great Results!', 'description': 'The Professional Website Design Firm. #ProgressiveWebApp #PWA #cencorshipISbad #privacyISgood #smallbusinessEVERYDAY #DiversityISgood', 'rawDescription': 'The Professional Website Design Firm. #ProgressiveWebApp #PWA #cencorshipISbad #privacyISgood #smallbusinessEVERYDAY #DiversityISgood', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 12, 14, 21, 25, 57, tzinfo=datetime.timezone.utc), 'followersCount': 5875, 'friendsCount': 6936, 'statusesCount': 5976, 'favouritesCount': 5394, 'listedCount': 150, 'mediaCount': 1202, 'location': 'Nevada, USA', 'protected': False, 'linkUrl': 'https://iNterGine.com', 'linkTcourl': 'https://t.co/N7q2DZlHDS', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1494654838738538499/zLmdZ0FF_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/4559902400/1645188458', 'label': None}",2019-01-01 04:10:43+00:00,"your #website is not working for you..even godaddy knows your #cms is outdated and a #cybersecurity nightmare...

switch to a better solution: https://t.co/xGbKtpbAe1 https://t.co/FP42HRxBEZ","Nevada, USA","your #website is not working for you..even godaddy knows your #cms is outdated and a #cybersecurity nightmare...

switch to a better solution: http http","[('Negative', 0.9186049), ('Neutral', 0.0736859), ('Positive', 0.0077090873)]"
2561,2561,"{'username': 'johnmoorehead', 'id': 18640633, 'displayname': 'John Moorehead', 'description': 'Designer, illustrator, brainstormer.\n\nStore: johnmoorehead.com/shop', 'rawDescription': 'Designer, illustrator, brainstormer.\n\nStore: https://t.co/ckTicsDpRb', 'descriptionUrls': [{'text': 'johnmoorehead.com/shop', 'url': 'http://www.johnmoorehead.com/shop', 'tcourl': 'https://t.co/ckTicsDpRb', 'indices': (45, 68)}], 'verified': False, 'created': datetime.datetime(2009, 1, 5, 18, 50, 53, tzinfo=datetime.timezone.utc), 'followersCount': 1859, 'friendsCount': 359, 'statusesCount': 3291, 'favouritesCount': 3209, 'listedCount': 140, 'mediaCount': 266, 'location': 'Pittsburgh, United States', 'protected': False, 'linkUrl': 'http://www.johnmoorehead.com', 'linkTcourl': 'http://t.co/Rfu3H8NDBA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/717824148773412864/OocslP8Y_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/18640633/1425654766', 'label': None}",2019-01-01 03:49:53+00:00,"@GoDaddyHelp @godaddy as we thought, your hosting tier was the issue. 2018 was the last year I work from your services. New/existing clients are leaving godaddy.","Pittsburgh, United States","@user @user as we thought, your hosting tier was the issue. 2018 was the last year I work from your services. New/existing clients are leaving godaddy.","[('Negative', 0.59228075), ('Neutral', 0.35852885), ('Positive', 0.049190376)]"
2562,2562,"{'username': 'JinnaBalu', 'id': 232508028, 'displayname': 'Jinna Balu', 'description': 'Product Development Engg, Practising Natural Farming, Responsible Family Member.', 'rawDescription': 'Product Development Engg, Practising Natural Farming, Responsible Family Member.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2010, 12, 31, 10, 11, 6, tzinfo=datetime.timezone.utc), 'followersCount': 39, 'friendsCount': 118, 'statusesCount': 209, 'favouritesCount': 113, 'listedCount': 0, 'mediaCount': 4, 'location': 'Medak, India', 'protected': False, 'linkUrl': 'http://jinnabalu.github.io', 'linkTcourl': 'https://t.co/JPC7JWGrVK', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1108748420791984128/czNVtAfP_normal.jpg', 'profileBannerUrl': None, 'label': None}",2019-01-01 03:47:44+00:00,GoDaddy Domain with GitHub Pages https://t.co/EWC7OnOOPF,"Medak, India",GoDaddy Domain with GitHub Pages http,"[('Negative', 0.021955555), ('Neutral', 0.8263496), ('Positive', 0.15169477)]"
2563,2563,"{'username': 'LoriShuck', 'id': 1467308755, 'displayname': 'Lori Shuck', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 5, 29, 13, 33, 21, tzinfo=datetime.timezone.utc), 'followersCount': 7, 'friendsCount': 28, 'statusesCount': 12, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 2, 'location': '', 'protected': False, 'linkUrl': 'http://www.lorishuck.com', 'linkTcourl': 'https://t.co/JvSJIZOkAJ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1070432275576299522/McK9NdHv_normal.jpg', 'profileBannerUrl': None, 'label': None}",2019-01-01 03:43:30+00:00,Lori Shuck's December Newsletter and Blog Post. New Christmas Song Video! https://t.co/mQg3IcPoKy via @GoDaddy,,Lori Shuck's December Newsletter and Blog Post. New Christmas Song Video! http via @user,"[('Negative', 0.0036381027), ('Neutral', 0.7456155), ('Positive', 0.25074634)]"
2564,2564,"{'username': 'toweradnohr1', 'id': 40802364, 'displayname': 'Mrs.RGTG ~ CodeBlue ~ Rhonda Gayle Turner Garner', 'description': 'Ask me about the $33 to Free Monthly NFTs! TheAdnohREliteLifestyle.com', 'rawDescription': 'Ask me about the $33 to Free Monthly NFTs! https://t.co/qsrims8WB8', 'descriptionUrls': [{'text': 'TheAdnohREliteLifestyle.com', 'url': 'http://TheAdnohREliteLifestyle.com', 'tcourl': 'https://t.co/qsrims8WB8', 'indices': (43, 66)}], 'verified': False, 'created': datetime.datetime(2009, 5, 18, 3, 16, 45, tzinfo=datetime.timezone.utc), 'followersCount': 527, 'friendsCount': 2425, 'statusesCount': 43850, 'favouritesCount': 3907, 'listedCount': 55, 'mediaCount': 2608, 'location': 'Atlanta, GA', 'protected': False, 'linkUrl': 'http://www.TheAdnohRConnection.com', 'linkTcourl': 'https://t.co/ouBmfjf6ay', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1408843137808805889/5ZvHg6rg_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/40802364/1658652222', 'label': None}",2019-01-01 03:22:01+00:00,Proudly presenting https://t.co/LBvmgcZCDI. Check it out and let me know what you think! #GoDaddy #GoCentral via @GoDaddy,"Atlanta, GA",Proudly presenting http Check it out and let me know what you think! #GoDaddy #GoCentral via @user,"[('Negative', 0.0008577448), ('Neutral', 0.03791244), ('Positive', 0.96122986)]"
2565,2565,"{'username': 'poetofpurpose', 'id': 35871769, 'displayname': 'Charlynn Johns', 'description': 'Founding President of battle-buddy.info Changing the world one soldier and caregiver at a time Executive Director sunshineafterrain.org', 'rawDescription': 'Founding President of https://t.co/xgTuj2Fy5N Changing the world one soldier and caregiver at a time Executive Director https://t.co/bpoUKiw91N', 'descriptionUrls': [{'text': 'battle-buddy.info', 'url': 'http://www.battle-buddy.info', 'tcourl': 'https://t.co/xgTuj2Fy5N', 'indices': (22, 45)}, {'text': 'sunshineafterrain.org', 'url': 'http://www.sunshineafterrain.org', 'tcourl': 'https://t.co/bpoUKiw91N', 'indices': (120, 143)}], 'verified': False, 'created': datetime.datetime(2009, 4, 27, 21, 43, 10, tzinfo=datetime.timezone.utc), 'followersCount': 1445, 'friendsCount': 3072, 'statusesCount': 9233, 'favouritesCount': 1426, 'listedCount': 23, 'mediaCount': 1096, 'location': 'Texas', 'protected': False, 'linkUrl': 'http://www.sunshineafterrain.org', 'linkTcourl': 'https://t.co/bpoUKiw91N', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/593516472879554561/9KTZHZEJ_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/35871769/1488490312', 'label': None}",2019-01-01 02:35:52+00:00,"You can make a lasting difference with your year-end giving!

#StopOne 
#logansfive
#SuicidePrevention 

https://t.co/i2BgNFaX5m via @GoDaddy",Texas,"You can make a lasting difference with your year-end giving!

#StopOne 
#logansfive
#SuicidePrevention 

https://t.co/i2BgNFaX5m via @user","[('Negative', 0.010654328), ('Neutral', 0.25724745), ('Positive', 0.73209816)]"
2566,2566,"{'username': 'MeghanIstre', 'id': 28877551, 'displayname': 'Meghan Istre', 'description': 'Marine Corps Veteran, Photographer, mother... #PhotographyForTherapy #PTSDsucks', 'rawDescription': 'Marine Corps Veteran, Photographer, mother... #PhotographyForTherapy #PTSDsucks', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 4, 4, 21, 46, 54, tzinfo=datetime.timezone.utc), 'followersCount': 594, 'friendsCount': 1862, 'statusesCount': 19443, 'favouritesCount': 49397, 'listedCount': 22, 'mediaCount': 1408, 'location': 'Asheville, NC', 'protected': False, 'linkUrl': 'http://www.photogeekpics.com', 'linkTcourl': 'https://t.co/ST1wZaHTC5', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1566142444093292546/fNt8dl7L_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/28877551/1662232443', 'label': None}",2019-01-01 02:34:28+00:00,I made some changes to my website and uploaded a new blog post. Let me know what you think! https://t.co/pLz8L9oDTA #GoDaddy #GoCentral via @GoDaddy,"Asheville, NC",I made some changes to my website and uploaded a new blog post. Let me know what you think! http #GoDaddy #GoCentral via @user,"[('Negative', 0.012429745), ('Neutral', 0.71732295), ('Positive', 0.2702474)]"
